videoId,title,description,publishedAt,channelId,channelTitle,thumbnails,duration,definition,caption,licensedContent,dimension,viewCount,likeCount,dislikeCount,favoriteCount,unique_id,video_url,logViewCount,performance
pnHriA6Y1k0,How to Diagnose issues with Anthos Clusters on VMware,"Learn how to troubleshoot issues with Anthos clusters running on VMWare using the gkectl command line tool. Additionally, learn how to generate snapshots you can send to Google Cloud support if further analysis is required.

Chapters
0:00 Intro
0:13 What is gkectl?
0:53 How to diagnose Anthos admin cluster using gkectl ?
1:36 How to fix Admin cluster issues?
2:33 How to diagnose Anthos user cluster using gkectl?
2:58 What is a snapshot?
3:18 Snapshot creation process
3:38 VMWare snapshot creation prerequisites
4:00 How to create a snapshot for admin cluster using gkectl

Diagnosing cluster issues on VMWare → https://goo.gle/Diagnose_Anthos_On_Vmware",2022-09-27 16:30:14+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/pnHriA6Y1k0/hqdefault.jpg,0:04:54,hd,False,False,2d,1389,22,0,0,21788,https://www.youtube.com/watch?v=pnHriA6Y1k0,7.237059026124737,Bottom Quartile
wQwpUOxbwVE,The case of the missing DNS packets: a Google Cloud support story,"What happens when a customer contacts support with an unknown problem? tIn this video, we hear from a Google Cloud Technical Solution Engineer about a particularly thorny support case that they recently solved—the case of the missing DNS packets. Along the way, they’ll show you the information they gathered in the course of their troubleshooting, and how they reasoned their way through to a resolution.

For a deeper dive, read the blog post → https://goo.gle/3qLG72F

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech",2022-09-30 22:28:40+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/wQwpUOxbwVE/hqdefault.jpg,0:04:57,hd,False,False,2d,1882,96,0,0,21780,https://www.youtube.com/watch?v=wQwpUOxbwVE,7.5406215286571525,Bottom Quartile
S07XtiB_wPU,Effortless debugging with Policy Troubleshooter,"Policy Intelligence → https://goo.gle/3rsA3wo
Full resource names → https://goo.gle/3RyppPb

Policy Troubleshooter empowers admins to quickly and easily understand why specific actions are (or are not) allowed by the IAM policies. In this episode of Optimize with Active Assist, Kelci Mensah shows how Policy Troubleshooter helps quickly debug access issues. Watch to learn how Policy Troubleshooter can help reduce the time it takes to debug access issues in the Cloud. 

Chapters: 
0:00 - Intro
0:27 - What is Policy Troubleshooter?
1:37 - Demo of Policy Troubleshooter
3:30 - Next steps

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech​
Optimize with Active Assist playlist → https://goo.gle/OptimizeWithActiveAssist

#OptimizeWithActiveAssist",2022-10-04 16:00:24+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/S07XtiB_wPU/hqdefault.jpg,0:04:17,hd,False,False,2d,1463,43,0,0,21773,https://www.youtube.com/watch?v=S07XtiB_wPU,7.288927694521257,Bottom Quartile
U_pNSm4IF70,Implementing a persistent game leaderboard with Cloud Spanner,"Leaderboards in games are a great way to encourage players to participate in game activities.

Follow along with Sarun Singla to learn how to implement a persistent leaderboard backed by Cloud Spanner.

Cloud Spanner is Google's highly scalable distributed relational database, which makes it a great choice for tracking a global playerbase's activities.

Try it for yourself by following this codelab → https://goo.gle/3Ef4DB9

Chapters:
0:00 - Intro
1:00 - Leaderboard demo
6:35 - Conclusion

Subscribe for more from GCT → https://goo.gle/GoogleCloudTech",2022-10-04 23:25:53+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/U_pNSm4IF70/hqdefault.jpg,0:06:49,hd,False,False,2d,954,16,0,0,21770,https://www.youtube.com/watch?v=U_pNSm4IF70,6.86171134048073,Bottom Quartile
Fq6c4rybOxE,Troubleshoot Shared VPC Issues,"Are you getting any errors while setting up a host project in Shared VPC? Are you unable to detach a service project in Shared VPC? Would you like to learn how to troubleshoot and resolve Shared VPC issues?

In this video, we introduce you to Shared VPC concepts, IAM Roles and permissions required to create and manage Shared VPC projects. We will demonstrate how to troubleshoot the common Shared VPC issue that can occur while setting up the Shared VPCs, creating a VM or detaching a service project in Shared VPC while also highlighting the solution of the respective situations.

Chapters
0:00 - Intro
0:59 - Shared VPC: Security
1:17 - Shared VPC: IAM Roles and Permissions
2:24 - Scenario #1: Troubleshoot and resolve permission errors during setting up Host project
3:05 - Scenario #2: Troubleshoot and resolve access issue during creation of VM
3:35 - Scenario #3: Troubleshoot and resolve issue with detaching service project

Shared VPC Overview
→ https://cloud.google.com/vpc/docs/shared-vpc

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech""",2022-10-05 18:32:22+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/Fq6c4rybOxE/hqdefault.jpg,0:04:55,hd,False,False,2d,1173,19,0,0,21768,https://www.youtube.com/watch?v=Fq6c4rybOxE,7.068172000388042,Bottom Quartile
q4LqEVxExq4,Get started with AlphaFold #Shorts,"Check out the AlphaFold public dataset to run custom queries on BigQuery, experiment on a smaller protein database using Vertex AI Workbench, and scale to hundreds of experiments using Vertex AI Pipelines.

🔬👩‍🔬 Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech​​",2022-10-07 23:00:36+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/q4LqEVxExq4/hqdefault.jpg,0:00:33,hd,False,False,2d,1443,58,0,0,21755,https://www.youtube.com/watch?v=q4LqEVxExq4,7.275172319452771,Bottom Quartile
vFkkD5-mIvw,"Cloud CISO perspectives, Google Cloud Deploy, & more!","Here to bring you the latest news in the Cloud is Sarah. 

• Health Equity Research → https://goo.gle/3CC5wT8
• Google Cloud Deploy → https://goo.gle/3SMzJV6
• Cloud CISO Perspective → https://goo.gle/3RC9KOQ

Chapters: 
0:00 - Intro
0:10 - Health Equity Research
0:36 - Google Cloud Deploy
0:58 - Cloud CISO Perspective
1:29 - Wrap up

This Week in Cloud is a series where we serve you the lowest latency news → https://goo.gle/ThisWeek-inCloud

Tune in every week for a new episode and let us know what you think of the latest announcements in the comments below!

Remember to subscribe for weekly updates → https://goo.gle/GoogleCloudTech
​​
#ThisWeekInCloud",2022-10-10 17:00:51+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/vFkkD5-mIvw/hqdefault.jpg,0:01:51,hd,False,False,2d,1809,44,0,0,21751,https://www.youtube.com/watch?v=vFkkD5-mIvw,7.501082124259871,Bottom Quartile
Xr9rgkUo3vw,Why now is the time to migrate your apps to managed databases,"Tired of database patching? Whether you’re using an open source or commercial database, it’s never been easier to migrate to a fully managed cloud service. If it’s been a year or two since you last checked, you’ll be impressed by how far database services have come in terms of functionality, choice, and value. See how easy it is to get a MySQL, PostgreSQL, Redis, or commercial database up and running and finally focus on building your applications.

Running SQL Server-based applications on Google Cloud → https://goo.gle/3CpfBml
Getting started with Database Migration Service → https://goo.gle/3Ss2vdy

Speakers: Sujatha Mandava, Joseph Zirilli

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Analyze sessions → https://goo.gle/next22-analyze

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

ANA105",2022-10-11 17:00:41+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/Xr9rgkUo3vw/hqdefault.jpg,0:17:49,hd,False,False,2d,1724,12,0,0,21744,https://www.youtube.com/watch?v=Xr9rgkUo3vw,7.45298232946546,Bottom Quartile
MdZisqfVsu8,Put your data to work: Top data governance strategies to accelerate business outcomes,"Join this session and learn strategies to create a unified data fabric that enables data discovery, management, and governance at scale, and accelerates time to business insights.

Modernizing data lakes using BigLake → https://goo.gle/3URcevs

Speakers: Irina Farooq, Ben Clinch

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Analyze sessions → https://goo.gle/next22-analyze

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

ANA107",2022-10-11 17:00:57+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/MdZisqfVsu8/hqdefault.jpg,0:17:41,hd,False,False,2d,1485,12,0,0,21743,https://www.youtube.com/watch?v=MdZisqfVsu8,7.303843225277705,Bottom Quartile
rkpOdfS4Y8M,Build your infrastructure modernization career with Google Cloud credentials,"Are you a cloud engineer or architect tasked with designing, implementing, and securing components of your environment in the cloud? Join us in this session to learn how to upskill your knowledge and gain the credentials to configure, manage, design, and secure infrastructure and networks on Google Cloud.

Google Cloud training → https://goo.gle/3C6mc4O
Google Cloud certification → https://goo.gle/3C5QPHC

Speakers: Alyssa Groves, Lisa Guinn, Anne Henmi

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Modernize sessions → https://goo.gle/next22-modernize

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

MOD209",2022-10-11 17:01:21+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/rkpOdfS4Y8M/hqdefault.jpg,0:12:46,hd,False,False,2d,353,5,0,0,21739,https://www.youtube.com/watch?v=rkpOdfS4Y8M,5.869296913133774,Bottom Quartile
8Dph6ki1TJc,Accelerating ML development with optimized performance and cost,"Successful machine learning deployments can depend on the ability of infrastructure to support the performance and budget requirements of a workload. Google’s open, flexible, and scalable AI infrastructure supports a wide variety of AI workloads, enabling customers to increase velocity to production, reduce costs, and to meet changing requirements over time. In this session, we discuss how to optimize across the AI stack with the latest GPUs and TPUs, fully-managed purpose-built AI infrastructure capabilities with Vertex AI, and state of the art solutions for demanding workloads. Hear about how Uber, Cohere, Credit Karma, Arbor Biotechnologies, and other enterprises are leveraging Google Cloud's AI Infrastructure to innovate, accelerate deployment, and drive business value.

Optimize training performance with Reduction Server on Vertex AI → https://goo.gle/3SE2VNX

Speakers: Mikhail Chrestkha, Kai Wang, Joanna Yoo, Siddhartha Kamalakara

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Modernize sessions → https://goo.gle/next22-modernize

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

MOD300",2022-10-11 17:01:38+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/8Dph6ki1TJc/hqdefault.jpg,0:18:20,hd,False,False,2d,1014,20,0,0,21736,https://www.youtube.com/watch?v=8Dph6ki1TJc,6.922643891475888,Bottom Quartile
ZRW4RGhfeLU,Maximize content relevance and personalization at scale with large language models,"One of the most challenging natural language problems is to accurately classify content at scale across domains and languages. Language is always evolving and context is often misunderstood. With Cloud Natural Language classifiers, you can identify content for ad targeting, taxonomize product listings, serve the most relevant content to users, and gather powerful insights from text.

Speakers: Colby Hawker, Erik Bursch

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Analyze sessions → https://goo.gle/next22-analyze

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

ANA206",2022-10-11 17:01:44+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/ZRW4RGhfeLU/hqdefault.jpg,0:14:51,hd,False,False,2d,1894,38,0,0,21735,https://www.youtube.com/watch?v=ZRW4RGhfeLU,7.546974117516527,Bottom Quartile
ggUZSVkJPX4,Simplify enterprise hybrid environments with best practice design patterns,"Customers are using Network Connectivity Center on Google Cloud to manage on-premises data center environments in a more agile and dynamic manner. In this session, learn best practices for specific networking connectivity mechanisms, routing topologies, visibility, and security considerations that other customers can leverage on Google Cloud.

Speakers: Hal Munsell, Rohith Ramkumar

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Modernize sessions → https://goo.gle/next22-modernize

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

MOD301",2022-10-11 17:01:57+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/ggUZSVkJPX4/hqdefault.jpg,0:12:24,hd,False,False,2d,1071,10,0,0,21734,https://www.youtube.com/watch?v=ggUZSVkJPX4,6.977281341630747,Bottom Quartile
deoB8_KzNAM,Reduce complexity of your Day-2 Operations,"Congrats on setting up your Kubernetes cluster or deploying your serverless app. Now you need to ensure that your existing users are happy while you try to drive new innovations. Learn how you can use Google Cloud products and features to operationalize your workload management, maintain security posture, meet your reliability commitments, and optimize your workloads for both cost and performance.

Unlocking efficiency and innovation with GKE Autopilot → https://goo.gle/3f938K9

Speakers: Omkar Suram, Rakesh Dhoopar

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Operate sessions → https://goo.gle/next22-operate

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

OPE202",2022-10-11 17:02:33+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/deoB8_KzNAM/hqdefault.jpg,0:17:42,hd,False,False,2d,527,11,0,0,21728,https://www.youtube.com/watch?v=deoB8_KzNAM,6.269096283706261,Bottom Quartile
-VtgSDbKv84,Unify batch and stream data for real-time intelligence at Google scale,"Enterprises know speed is the world’s utmost advantage, and today’s datasphere is opening a new fast lane for smart businesses. Fueled by the digitization of commerce and society, real-time and streaming data will grow 5X  by 2024. Leaders must address this new data with instant analysis and action to win competitive advantage today, and to meet customer expectations tomorrow. Hear how you can leverage two different architectures to implement unified batch and streaming analytics capabilities and create real-time insights and actions for your businesses such as threat detection, investigation, and response.

Speakers: Sanjay Chaudhary, Evren Eryurek

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Design sessions → https://goo.gle/next22-design

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

DSN102",2022-10-11 17:02:33+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/-VtgSDbKv84/hqdefault.jpg,0:19:23,hd,False,False,2d,1069,15,0,0,21727,https://www.youtube.com/watch?v=-VtgSDbKv84,6.975413927455952,Bottom Quartile
jzk4w80RtIQ,Power new voice-enabled interfaces and applications with Google Cloud's speech solutions,"Discover how improvements to Google’s automatic speech recognition and speech synthesis products are enabling new use cases and interfaces across industries.

Speakers: Calum Barnes, Ryan Wheeler

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Build sessions → https://goo.gle/next22-build

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

BLD104",2022-10-11 17:02:45+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/jzk4w80RtIQ/hqdefault.jpg,0:14:12,hd,False,False,2d,956,10,0,0,21726,https://www.youtube.com/watch?v=jzk4w80RtIQ,6.863803391452954,Bottom Quartile
59SGZcHPO34,Scaling stateful applications on GKE with ease,"Learn how customers are increasingly deploying stateful applications on Google Kubernetes Engine (GKE) to benefit from portability, economies of scale, and built-in orchestration capabilities. Also learn from MariaDB, a database software as a service that runs thousands of StatefulSet Pods across multiple zones and regions on GKE.

Speakers: Akshay Ram, Naman Shah

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Operate sessions → https://goo.gle/next22-operate

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

OPE203",2022-10-11 17:02:50+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/59SGZcHPO34/hqdefault.jpg,0:25:27,hd,False,False,2d,804,8,0,0,21725,https://www.youtube.com/watch?v=59SGZcHPO34,6.690842277418564,Bottom Quartile
tagP6xKfjC0,The state of data science and machine learning in 2022 by Kaggle,"Insights from Kaggle's annual survey focused on working data scientists.
Kaggle is the world's largest community of data scientists, and for the past 6 years the Kaggle Team has conducted a massive survey of machine learning practitioners. Fashioned after the renowned Stack Overflow Developer Survey, we ask questions about our data science and ML developer users' backgrounds, how they learn, which ML tools they’re using, details about their work life, and what they look forward to in the industry.

Speaker: Paul Mooney, PhD

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Design sessions → https://goo.gle/next22-design

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

The state of data science and machine learning in 2022 by Kaggle

DSN103",2022-10-11 17:02:55+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/tagP6xKfjC0/hqdefault.jpg,0:28:49,hd,False,False,2d,1937,56,0,0,21724,https://www.youtube.com/watch?v=tagP6xKfjC0,7.569411792450712,Bottom Quartile
tRM2OGxen_A,Using cloud-native tools to strengthen your platform security posture & and manage risk,"As organizations move to the cloud, continuous monitoring of the environment for risk posture and threats is critical. In this session, learn how Security Command Center Premium provides risk management and threat detection capabilities to help you manage and improve your cloud security and risk posture. Dive into the latest capabilities that are now generally available, and learn how Security Command Center uses its finely tuned security scanners to detect and resolve security concerns from cryptominers to misconfigurations. The session features Ocado Technology, who delivers secure online grocery shopping with Security Command Center.

Security Command Center video series → https://goo.gle/3eghqso
Ocado Technologies case study → https://goo.gle/3EqRdlr
Virtual Machine Threat Detection → https://goo.gle/3SJFYsI

Speakers: Tim Wingerter, Maciej Zatorski

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Secure sessions → https://goo.gle/next22-secure

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

SEC200",2022-10-11 17:03:10+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/tRM2OGxen_A/hqdefault.jpg,0:15:22,hd,False,False,2d,565,7,0,0,21722,https://www.youtube.com/watch?v=tRM2OGxen_A,6.338594078203183,Bottom Quartile
QQc25-nOHoI,Learn frameworks for a modern data platform for your SAP enterprise,"Take advantage of the latest product innovations for data integration with Cloud Data Fusion for SAP environments, along with data accelerator content with Google Cloud Cortex Framework. Discover how you can readily integrate and expose your SAP data into BigQuery with ready-to-run templates and content to fast-track your journey to deliver data analytics innovation for your business.

Speakers: Alison Hettrick, Chai Pydimukkala

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Design sessions → https://goo.gle/next22-design

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

DSN200",2022-10-11 17:03:15+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/QQc25-nOHoI/hqdefault.jpg,0:18:06,hd,False,False,2d,1029,6,0,0,21721,https://www.youtube.com/watch?v=QQc25-nOHoI,6.937314081223682,Bottom Quartile
0ANQqEYvclQ,7 new features that help you build modern apps with less complexity,"Discover new and recently launched features of Google Cloud serverless products.

Speakers: Steren Giannini, Jaisen Mathai

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Build sessions → https://goo.gle/next22-build

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

BLD107",2022-10-11 17:03:15+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/0ANQqEYvclQ/hqdefault.jpg,0:17:24,hd,False,False,2d,1091,18,0,0,21720,https://www.youtube.com/watch?v=0ANQqEYvclQ,6.9957661563048505,Bottom Quartile
Wz5FpxL3zK8,3 GKE app development strategies to help teams deliver their best work,"Learn how Kubernetes adoption affects application development teams. Explore the three most common strategies of app development for Google Kubernetes Engine: local traditional development, local containerized development, and direct development on Kubernetes. Discover the new tools and processes that help dev teams integrate their work into modernized software development workflows. Whichever development strategy you choose, Google Cloud offers tools and guidance to help your teams deliver their best work.

Speaker: Kaslin Fields

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Build sessions → https://goo.gle/next22-build

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

BLD200",2022-10-11 17:03:35+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/Wz5FpxL3zK8/hqdefault.jpg,0:18:05,hd,False,False,2d,652,16,0,0,21718,https://www.youtube.com/watch?v=Wz5FpxL3zK8,6.481577129276431,Bottom Quartile
1eahI-o6uXg,How to scale data analytics securely with Spark on Google Cloud,"Enterprises today are looking for speed, ecosystems, and no lock-in of open source software and the autopilot and performance advantages of cloud providers to drive data outcomes, but disparate systems across heterogeneous data environments make this a challenge. Learn how you can simplify and scale data analytics securely with Spark on Google Cloud, which brings together the best of open source and cloud native tools for data and AI in a unified, fully managed platform.

Modernizing data lakes using BigLake → https://goo.gle/3URcevs

Speakers: Abhishek Kashyap, Mithun Bondugula

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Design sessions → https://goo.gle/next22-design

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

DSN201",2022-10-11 17:03:39+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/1eahI-o6uXg/hqdefault.jpg,0:18:47,hd,False,False,2d,761,11,0,0,21717,https://www.youtube.com/watch?v=1eahI-o6uXg,6.635946555686647,Bottom Quartile
stH4pH_1yBQ,Simplify identity onboarding,"Identity and Access Management (IAM) unifies access control for Google Cloud Services. Workforce Identity Federation is the new offering that extends existing Google Cloud Identity Management capabilities and lets you use your identity provider solution to directly sign-in workforce users into your Google cloud environment, without a need to create and manage Google identities. Explore how “Bring-your-own-identity” support gives you even more control over user sign-in and access to Google Cloud services, using syncless and attribute based single sign-on.

Introducing Workforce Identity Federation → https://goo.gle/3V8Q5sK
Workforce Identity Federation webpage → https://goo.gle/3T8roej
Authenticating users with Workforce Identity Federation → https://goo.gle/3rCt5EW

Speakers: Stephen Cakebread, Allan Gamboa

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Secure sessions → https://goo.gle/next22-secure

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

SEC203",2022-10-11 17:03:43+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/stH4pH_1yBQ/hqdefault.jpg,0:18:21,hd,False,False,2d,914,15,0,0,21716,https://www.youtube.com/watch?v=stH4pH_1yBQ,6.818924065275521,Bottom Quartile
VoXvqnE2qYw,"How L’Oréal processes 20TB of data monthly with a serverless, event-driven data platform","Learn how L’Oréal moved to a more sustainable way of aggregating, processing, and storing large amounts of data every month using serverless compute and orchestration tooling. Understand what technologies Google Cloud provides to help you run and orchestrate fully managed data analytics pipelines and event-driven architectures, and learn about the latest product releases in the areas of serverless, orchestration, and eventing at Google Cloud.

Speakers: Antoine Castex, Vidya Nagarajan Raman

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Build sessions → https://goo.gle/next22-build

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

BLD202",2022-10-11 17:04:02+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/VoXvqnE2qYw/hqdefault.jpg,0:14:31,hd,False,False,2d,834,10,0,0,21713,https://www.youtube.com/watch?v=VoXvqnE2qYw,6.727431724850855,Bottom Quartile
sUpZPYj3aME,Meet regulatory compliance through Assured Workloads on Google Cloud,"Creating compliant environments to host regulated workloads can present numerous challenges and inhibit the use of innovative cloud services. But with Assured Workloads, we’re able to set required controls and boundaries with just a few clicks and without the compromises of other government clouds. Watch as we demonstrate how we help customers simplify compliance in the cloud with seamless platform compatibility between our regulated and commercial cloud environments, allowing you to set controls selectively like data location and personnel restrictions on a workload-by-workload basis. Hear first-hand how Iron Mountain and Broadcom take advantage of Google Cloud’s capabilities to meet their specific controls and regulatory requirements.

Speakers: Bryce Buffaloe, David Williams

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Secure sessions → https://goo.gle/next22-secure

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

SEC204",2022-10-11 17:04:02+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/sUpZPYj3aME/hqdefault.jpg,0:12:48,hd,False,False,2d,1052,15,0,0,21714,https://www.youtube.com/watch?v=sUpZPYj3aME,6.959398512133975,Bottom Quartile
DteQ09WFhaU,How Box modernized their NoSQL databases with minimal effort and downtime,"Box has been on a journey to move more of their core infrastructure services to the cloud. As part of this initiative, Box is moving from on-premises Apache Hbase to Cloud Bigtable for several use cases. Bigtable is a fully managed, scalable, NoSQL database that’s ideal for apps requiring consistent, single-digit millisecond latencies and needing to support high throughput like millions of requests per second. Hear from Box on why they chose Bigtable and how they modernized on-prem solutions built on Hbase for cloud-native Bigtable. Learn about new capabilities and programs that enable faster, simpler migrations from HBase to Bigtable to ensure accurate data migration, reduce migration effort, and provide a better overall developer experience.

How to migrate from Apache HBase to Cloud Bigtable with Live Migrations → https://goo.gle/3RMYwXD
Equifax data fabric uses Google Cloud to spin faster innovation → https://goo.gle/3yhwMUn

Speakers: Jordan Hambleton, Axatha Jayadev Jalimarada

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Design sessions → https://goo.gle/next22-design

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

DSN202",2022-10-11 17:04:06+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/DteQ09WFhaU/hqdefault.jpg,0:19:04,hd,False,False,2d,1406,13,0,0,21712,https://www.youtube.com/watch?v=DteQ09WFhaU,7.249215057114389,Bottom Quartile
KaeL0C39jDQ,What's new in zero trust,"Google pioneered zero trust for corporate applications with its BeyondCorp approach, and then combined it with in-browser data and threat protection to bring you BeyondCorp Enterprise. Learn more about how you can achieve zero trust coverage across your use cases, how you can leverage our secure enterprise browsing solution for both managed and unmanaged devices, and how the BeyondCorp Enterprise portfolio gives you the flexibility to deploy what you need, where you need it.

How Chrome supports today’s workforce with secure enterprise browsing → https://goo.gle/3TbLlAU
Secure Enterprise Browsing web page → https://goo.gle/3rKAjXu
BeyondCorp Enterprise product page → https://goo.gle/3elnPCE

Speaker: Tim Knudsen

Watch more:
All sessions from Google Cloud Next → https://goo.gle/next22-allsessions
Watch all the Secure sessions → https://goo.gle/next22-secure

Subscribe to Google Cloud Tech → https://goo.gle/GoogleCloudTech

#GoogleCloudNext

SEC206",2022-10-11 17:04:24+00:00,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,https://i.ytimg.com/vi/KaeL0C39jDQ/hqdefault.jpg,0:15:15,hd,False,False,2d,1396,14,0,0,21710,https://www.youtube.com/watch?v=KaeL0C39jDQ,7.242082359256962,Bottom Quartile
