month,channel_1,channel_2,Top_vs_Top,Low_vs_Low,Low_vs_Top
2024-08,AWS Developers,Microsoft Azure,,,0.16627209673780594
2024-08,Google Cloud Tech,IBM Technology,0.36303868306416354,0.18156200269776818,0.20937943264406234
2024-08,Google Cloud Tech,Microsoft Azure,,0.13330107544137443,0.2247119008056573
2024-08,IBM Technology,Microsoft Azure,,0.22136553357909372,0.08707458424849158
2024-09,AWS Developers,Google Cloud Tech,0.06902525313244869,,0.08625944031613604
2024-09,AWS Developers,IBM Technology,0.02421998578440745,,0.060492584571084224
2024-09,AWS Developers,Microsoft Azure,,,0.04898869863936953
2024-09,Google Cloud Tech,IBM Technology,0.09583771794346518,0.22237091717146162,0.14809634318161197
2024-09,Google Cloud Tech,Microsoft Azure,,0.27613270390482764,0.169548332531118
2024-09,IBM Technology,Microsoft Azure,,0.3577096077133917,0.1622911397910501
2024-10,AWS Developers,Google Cloud Tech,0.10919159364312309,,0.18354120612845523
2024-10,AWS Developers,IBM Technology,0.08773969634341244,,0.13149962985165048
2024-10,AWS Developers,Microsoft Azure,0.2280565168730379,,0.14247702655871214
2024-10,Google Cloud Tech,IBM Technology,0.11950213637275092,0.16157222403490412,0.07724532122476786
2024-10,Google Cloud Tech,Microsoft Azure,0.09621304113122701,0.11783225536269017,0.11865535918683964
2024-10,IBM Technology,Microsoft Azure,0.11847461469849575,0.15264314622147288,0.11208690903108239
2024-11,AWS Developers,Google Cloud Tech,0.13749609093810644,0.11267164863215956,0.07363937926124774
2024-11,AWS Developers,IBM Technology,0.11405808657539258,0.12414778523538637,0.11472243936411158
2024-11,AWS Developers,Microsoft Azure,0.13167195255593264,0.2064251370061919,0.14144239599592043
2024-11,Google Cloud Tech,IBM Technology,0.2282945980549586,0.04839518902177911,0.11093027398907199
2024-11,Google Cloud Tech,Microsoft Azure,0.0816264253005659,0.07321115044007974,0.10373663417243045
2024-11,IBM Technology,Microsoft Azure,0.13338610495213135,0.183246714667846,0.16866082810518282
2024-12,AWS Developers,Google Cloud Tech,0.15098909848407047,,0.13929287878236113
2024-12,AWS Developers,IBM Technology,0.12263614856495919,,0.13674317897067856
2024-12,AWS Developers,Microsoft Azure,,,0.16448126977468114
2024-12,Google Cloud Tech,IBM Technology,0.19018010924665663,0.12254282723534327,0.07823126640925997
2024-12,Google Cloud Tech,Microsoft Azure,,0.17054542581833237,0.09437780746130647
2024-12,IBM Technology,Microsoft Azure,,0.16548970438946353,0.07772417413147197
2025-01,AWS Developers,Google Cloud Tech,0.2312995912288034,,0.1522596216288433
2025-01,AWS Developers,IBM Technology,0.12889663497331474,,0.21418295453398847
2025-01,AWS Developers,Microsoft Azure,0.21201554785549953,,0.12234679137909954
2025-01,Google Cloud Tech,IBM Technology,0.14188801810412183,0.09158126688364196,0.14214819273602858
2025-01,Google Cloud Tech,Microsoft Azure,0.19819673845765473,0.07418067987768323,0.14022316806796636
2025-01,IBM Technology,Microsoft Azure,0.15077525042582215,0.1942829934347506,0.1813460577713395
2025-02,AWS Developers,Google Cloud Tech,0.1635901608282431,,0.12475688546798692
2025-02,AWS Developers,IBM Technology,0.28768444811523475,,0.09211288196456378
2025-02,AWS Developers,Microsoft Azure,,,0.15522507045842127
2025-02,Google Cloud Tech,IBM Technology,0.19378961420854196,0.05214865622271108,0.09626985160227133
2025-02,Google Cloud Tech,Microsoft Azure,,0.07240136524048552,0.10617173086960577
2025-02,IBM Technology,Microsoft Azure,,0.13023283351518364,0.15706012373979755
2025-03,AWS Developers,Google Cloud Tech,,0.16313913637189775,0.11659044727861714
2025-03,AWS Developers,IBM Technology,,0.15069748084416143,0.24618113114912654
2025-03,AWS Developers,Microsoft Azure,,0.15915525473040845,
2025-03,Google Cloud Tech,IBM Technology,0.1413750898859419,0.15424391255811745,0.15131470518799323
2025-03,Google Cloud Tech,Microsoft Azure,,0.14665164570598208,0.14049149460921623
2025-03,IBM Technology,Microsoft Azure,,0.12575808791532075,0.12007090976825019
2025-04,AWS Developers,Google Cloud Tech,0.22802519753071318,,0.16964167801763566
2025-04,AWS Developers,IBM Technology,0.2571226930885014,,0.3088301186645125
2025-04,AWS Developers,Microsoft Azure,,,0.15451491531875933
2025-04,Google Cloud Tech,IBM Technology,0.29877048707835474,0.37661538907656555,0.2351676499220051
2025-04,Google Cloud Tech,Microsoft Azure,,0.12356043555754707,0.13479130448890878
2025-04,IBM Technology,Microsoft Azure,,0.25392250340906586,0.1760273348006673
2025-05,AWS Developers,Google Cloud Tech,0.22943652543787105,,0.11679497679819002
2025-05,AWS Developers,IBM Technology,0.1404675744000464,,0.21262864639550125
2025-05,AWS Developers,Microsoft Azure,,,0.132969457151176
2025-05,Google Cloud Tech,IBM Technology,0.2746556147727476,0.21161119306897933,0.34189737987284186
2025-05,Google Cloud Tech,Microsoft Azure,,0.1705316851418585,0.2786483972083355
2025-05,IBM Technology,Microsoft Azure,,0.29746762166949015,0.17329041919069602
2025-06,AWS Developers,Google Cloud Tech,0.4000515681491751,,0.1706221480623437
2025-06,AWS Developers,IBM Technology,0.24787984775800836,,0.26098262063608385
2025-06,AWS Developers,Microsoft Azure,,,0.16990060750778044
2025-06,Google Cloud Tech,IBM Technology,0.21523880269007606,0.1928900744285683,0.1816878751486345
2025-06,Google Cloud Tech,Microsoft Azure,,0.1613488372999582,0.15400576483270553
2025-06,IBM Technology,Microsoft Azure,,0.19802853515745686,0.11775161744351312
2025-07,AWS Developers,Google Cloud Tech,,,0.1671492211467593
2025-07,AWS Developers,IBM Technology,0.3017157157865102,,0.10764138528563572
2025-07,Google Cloud Tech,IBM Technology,,0.22455684233413736,0.28255501103647934
